text,label
"I say no trims, it's fine as it is. If any substantial improvements need to be made, I say submit the article for either GA status or a peer review and let those who take on the task do the evaluating.  (talk | contribs)",normal
@piaguanio ah yesterday my cousin is of the contestant in the pussycat dolls dance contest but they lost so sad ,negative
i don t feel like i have been shamed for my body but i have felt pressure to have a more socially acceptable body size,sadness
"""
Please explain to me how anything in WP:SPAM applies.  There was no """"promotion"""" and no """"repeatedly adding links"""". In that case, shouldn't you be removing Pitchfork reviews from hundreds of album pages??  I won't have a nice day, and I hope you don't either. Revert the pages or I'll go to the ends of the earth to have you removed from Wikipedia. ) Byebye.    Your Secret Admirer""",normal
"""

Fair use rationale for Image:Coffee and Cigarettes movie.jpg
Thanks for uploading or contributing to Image:Coffee and Cigarettes movie.jpg. I notice the image page specifies that the image is being used under fair use but there is not a suitable explanation or rationale as to why each specific use in Wikipedia constitutes fair use. Please go to the image description page and edit it to include a fair use rationale.

If you have uploaded other fair use media, consider checking that you have specified the fair use rationale on those pages too. You can find a list of 'image' pages you have edited by clicking on the """"my contributions"""" link (it is located at the very top of any Wikipedia page when you are logged in), and then selecting """"Image"""" from the dropdown box. Note that any non-free media lacking such an explanation will be deleted one week after they have been uploaded, as described on criteria for speedy deletion. If you have any questions please ask them at the Media copyright questions page. Thank you.  """,normal
well its the 15th of june my birthdaY IS now over ,negative
Ali supports me emotionally,caring
i read said to start kick counts after weeks since movements are not very consistent or reliable before then but i had been feeling fairly strong movements and kicks towards the outside so when it changed i didnt know if it was normal or not,joy
@twofourteen http://twitpic.com/7iuc7 - ,negative
"""

Talk:Female genital mutilation; please stop
Hi Elvey. I noticed you on Johnuniq's page, which I watch, and was moved to check out the discussion at Talk:Female genital mutilation. Your part of it worried me. While I have no opinion of my own on the statistics, as FGM is not a field I've studied, I see two principles in play on that talkpage, that are true for all articles, and that you seem to pay scant attention to: 

1) Use reliable secondary sources. It's important (for all articles, but more especially for a sensitive subject such as FGM) to be based on reliable secondary sources. Synthesising sources in order to argue, in Wikipedia's voice, with a UNICEF report from 2013 isn't on, unless you have a reliable source (as opposed to having your own synthesis and conclusions from sources) that offers the same argument. 
2) Consensus. Nobody (except partly Vetrisimino0) agrees with you about how the stats should be represented in the article. There is consensus against your section tags, described here as """"overly aggressive"""". I hope the issue of the tags has blown over, but a few days ago you kept restoring them, and defend them aggressively; the fact that the article is being prepped for WP:FAC seems to anger you further, and makes you accuse SlimVirgin of WP:OWN: a serious accusation, which shouldn't be made without good evidence, and which you have taken to SV's user talkpage as well.

Combative and unresponsive discussion sours the editing experience for other users. Everybody else is speaking respectfully to you, as far as I can see; you're the one that has been upping the temperature with posts like this, where you call Zad's comment """"blatantly untrue, not to mention insulting"""" — based, as far as I can see on a mistaken notion that he was impugning some arithmetic you had done (he wasn't). That kind of response reminds me of the old adage about the internet being populated by sensitive and angry people, """"eggshells armed with hammers"""" (Google tells me it was originally said of heavily armed but lightly protected battleships). Please don't jump so quickly to the conclusion that people are insulting you. Worse, your header here is a noxious bad-faith-assuming personal attack, something to be scrupulously avoided in section headers. And you put it as the header to a post by SlimVirgin, which you had moved there from your own talkpage. That is truly awful behaviour, seemingly designed to discourage others and chase them off. (Charming edit summary at your own page, btw.) If you can't stop yourself from getting angrier and angrier whenever you're contradicted (this post, aggressively attacking Johnuniq, is a charming recent example), I advise you to take a break from the article. That's advice. What I tell you, as an uninvolved admin, is that you must stop filling the talkpage with rehashing of arguments that have not carried conviction before, and you must stop attacking people. Your accusation against SlimVirgin that she is """"abusing her position as an administrator to gain advantage in a content dispute"""", currently at the bottom of the page, is made up out of whole cloth as far as I can see. Has she mentioned or hinted at being an admin, or warned you in any way? If I've missed where SV is playing the admin card, tell me where. The word """"disrupt"""", which she used and which looks to be the basis of your accusation, is by no means _ the prerogative of admins.  | talk .

I appreciate that you are trying to improve the encyclopedia by dealing with the conflict at FGM by taking the discussion here.  I wish you'd participate in the discussion of the facts instead.  I feel that in coming here, you raise/reiterate some good points, but I don't think you should be raising the first few, at least, here:
""""*1) Use reliable secondary sources."""" (emphasis is in the original)  I totally agree, and I said that in the discussion, """"The sources are given and reliable and secondary."""" and """"Also apropos """"Anything about prevalence needs a strong secondary source,"""" are you saying that the source we're using for reporting the UNICEF stats in the first place is better? It s",normal
